edge_count,pentagons,triangles,squares,circles,halfcircles,blob_count,color_count,class
973,1,0,5,1,0,32,1,Minimalism-Art
2103,105,153,1028,109,669,560,3,Post-impressionism
1778,38,69,617,21,172,128,1,Cubism
241,10,7,95,9,42,23,3,ORPHISM
926,15,22,264,35,211,118,3,Cubism
267,5,2,69,3,24,15,3,Expressionism
1592,47,13,211,46,365,351,1,Op-Art
256,4,1,217,10,50,4,2,Op-Art
381,7,7,144,8,58,18,2,ActionPainting
713,19,22,191,31,190,55,2,Surreal-Surrealism
99,0,0,5,0,2,11,2,ActionPainting
3880,318,384,4985,358,2363,1312,3,Surreal-Surrealism
327,10,10,256,11,50,36,2,ActionPainting
1099,1,0,130,10,43,11,2,Surreal-Surrealism
74,0,0,1,0,1,1,1,ActionPainting
589,46,82,204,13,31,262,1,Minimalism-Art
60,3,2,10,0,4,3,3,ORPHISM
40,13,5,239,10,30,0,1,Hard-Edge-Art
429,9,1,451,26,143,28,2,Cubism
245,4,3,216,20,97,36,2,Surreal-Surrealism
280,0,1,151,2,16,0,2,Hard-Edge-Art
372,4,4,167,12,78,42,3,Surreal-Surrealism
317,20,22,206,13,107,59,1,ActionPainting
62,0,0,82,2,1,3,2,Hard-Edge-Art
2137,24,17,175,68,558,41,1,Op-Art
1090,44,63,1912,48,254,147,2,Expressionism
385,18,22,215,10,93,22,3,ORPHISM
878,18,15,775,42,166,90,2,Surreal-Surrealism
19,0,0,1,0,0,0,1,Hard-Edge-Art
1876,90,91,2017,82,640,337,1,Surreal-Surrealism
1843,87,181,3694,71,342,307,3,Expressionism
827,14,2,806,43,189,58,2,Surreal-Surrealism
373,12,10,208,11,94,81,1,ActionPainting
573,15,15,295,24,149,43,2,Surreal-Surrealism
17,0,0,2,0,0,0,1,Minimalism-Art
345,0,0,1,0,3,13,2,Hard-Edge-Art
766,12,20,1491,21,174,25,1,Op-Art
134,1,0,0,1,2,0,2,Hard-Edge-Art
400,16,30,78,10,79,108,1,ActionPainting
35,1,1,16,1,15,0,0,Colour-Field-Painting
2159,68,66,3875,148,883,317,3,Post-impressionism
543,14,19,1042,19,147,111,3,ORPHISM
52,10,6,63,11,30,3,1,Minimalism-Art
43,1,0,1,0,1,1,2,Hard-Edge-Art
120,5,5,80,4,22,15,2,Cubism
236,18,15,109,13,68,8,1,Hard-Edge-Art
2674,86,115,836,78,575,317,3,Post-impressionism
2426,10,3,315,80,810,109,1,Op-Art
1056,8,28,223,8,108,96,1,Minimalism-Art
681,13,13,119,14,121,37,3,Surreal-Surrealism
1702,27,14,1768,34,233,59,1,ORPHISM
429,10,15,284,10,90,49,2,Cubism
128,6,14,84,2,16,5,1,Colour-Field-Painting
503,33,164,637,14,43,34,2,Hard-Edge-Art
118,3,0,103,2,47,3,2,Cubism
860,27,22,1112,50,247,101,2,Surreal-Surrealism
610,30,45,1074,32,212,111,2,Surreal-Surrealism
1225,63,98,1197,83,534,147,2,Expressionism
2738,162,352,3015,178,851,568,3,Expressionism
622,46,81,777,39,239,104,1,ActionPainting
479,3,3,178,4,68,11,1,Cubism
73,0,0,0,0,0,0,1,Hard-Edge-Art
550,11,8,114,3,32,75,2,Op-Art
195,10,3,250,16,41,15,1,ActionPainting
179,0,0,93,5,66,6,2,Op-Art
1374,21,22,1486,60,153,90,1,ORPHISM
3412,88,66,2975,133,1230,863,2,Minimalism-Art
453,8,12,200,16,92,28,1,ORPHISM
542,10,16,351,13,126,42,3,ORPHISM
392,10,9,159,9,88,29,0,ActionPainting
733,29,27,1047,33,240,116,2,Cubism
283,19,39,66,9,55,99,1,Colour-Field-Painting
1392,65,73,1169,99,699,188,1,Surreal-Surrealism
1746,62,98,2553,98,589,288,2,Expressionism
185,6,2,77,10,54,11,1,ActionPainting
1696,116,248,2085,107,583,234,1,Post-impressionism
261,5,17,343,11,58,115,2,Surreal-Surrealism
25,0,0,34,4,15,6,2,Colour-Field-Painting
145,40,16,657,95,458,2,2,Hard-Edge-Art
45,0,0,26,3,1,7,1,Hard-Edge-Art
110,2,0,105,1,12,8,1,Colour-Field-Painting
524,15,20,222,22,128,81,3,ORPHISM
317,17,26,140,11,75,35,2,Surreal-Surrealism
230,0,0,1,0,0,0,1,Colour-Field-Painting
500,23,28,617,25,131,41,3,Hard-Edge-Art
1814,22,4,818,59,268,17,1,Colour-Field-Painting
220,4,6,113,5,46,19,1,Cubism
418,4,18,235,7,50,50,3,Minimalism-Art
100,4,0,25,1,1,0,1,Minimalism-Art
999,79,143,1691,67,378,448,1,ActionPainting
27,0,0,1,0,0,0,2,Hard-Edge-Art
1032,17,3,557,58,576,59,1,ActionPainting
648,11,0,54,0,22,16,1,Op-Art
544,11,7,486,16,108,38,2,Cubism
412,99,140,2468,153,701,82,2,Expressionism
364,9,2,298,13,63,15,3,Cubism
1152,33,22,1314,55,335,94,3,Expressionism
361,16,22,541,22,142,33,4,Surreal-Surrealism
6274,55,34,1026,66,1149,674,1,Op-Art
729,52,74,2152,58,293,128,3,Post-impressionism
233,13,30,101,11,52,25,1,ORPHISM
166,24,14,964,40,165,22,1,Hard-Edge-Art
708,29,22,486,41,182,86,2,Expressionism
792,59,6,440,127,404,365,1,Minimalism-Art
8187,251,39,8778,633,3491,452,1,ActionPainting
807,0,59,281,0,6,8,1,Op-Art
127,1,3,39,2,27,8,1,ActionPainting
248,3,4,44,7,13,31,1,Minimalism-Art
488,12,15,214,11,56,16,3,Cubism
1390,58,63,642,96,610,300,2,Post-impressionism
1537,61,163,2614,51,202,182,2,Colour-Field-Painting
255,3,0,38,4,30,3,3,Colour-Field-Painting
73,1,1,55,6,31,7,1,ActionPainting
2267,72,77,730,77,678,395,1,Op-Art
239,1,4,1930,4,1,84,1,Hard-Edge-Art
1192,2,1,110,2,89,4,1,Op-Art
410,7,1,145,14,118,23,2,Surreal-Surrealism
248,9,3,136,5,32,25,2,Cubism
1309,44,4,1084,37,329,170,1,Op-Art
159,20,27,359,18,69,1,3,Colour-Field-Painting
49,0,0,0,1,0,0,1,Hard-Edge-Art
1220,47,102,1053,56,344,256,1,Expressionism
873,20,19,347,39,219,111,2,Post-impressionism
91,1,1,45,1,13,5,1,Minimalism-Art
518,0,0,0,0,0,7,1,Minimalism-Art
1434,45,48,525,32,351,135,1,Expressionism
219,4,7,143,6,36,16,3,Colour-Field-Painting
138,9,5,56,6,34,49,1,ActionPainting
278,15,8,201,10,64,30,2,Expressionism
762,29,43,684,33,250,98,3,Expressionism
1966,73,35,6181,80,431,235,1,ActionPainting
274,5,2,117,7,53,27,2,Surreal-Surrealism
676,38,44,1448,78,253,68,2,Surreal-Surrealism
446,13,18,189,26,169,77,1,Post-impressionism
387,13,14,327,16,92,49,2,ActionPainting
107,4,8,259,4,59,40,1,Post-impressionism
883,23,41,583,35,201,119,5,Expressionism
233,5,2,44,10,36,10,2,ORPHISM
361,15,21,218,17,40,0,3,Colour-Field-Painting
878,0,0,4,0,0,6,2,ActionPainting
149,4,5,34,1,16,5,1,Surreal-Surrealism
14,0,0,1,0,0,1,2,Hard-Edge-Art
295,4,5,98,7,36,11,3,Cubism
114,2,4,135,2,21,3,2,Cubism
729,18,16,355,27,134,70,1,Surreal-Surrealism
605,19,9,243,35,186,69,1,ActionPainting
3941,7,1,9,8,159,14,1,Op-Art
492,6,3,30,1,4,0,1,Hard-Edge-Art
266,8,7,314,13,74,72,1,ActionPainting
212,5,1,95,6,67,23,2,Surreal-Surrealism
83,0,1,6,0,0,0,2,Colour-Field-Painting
200,1,0,13,0,2,3,1,Minimalism-Art
145,1,1,19,1,51,4,1,Surreal-Surrealism
1766,101,103,1087,51,433,375,2,Post-impressionism
1674,113,100,962,96,419,20,1,Colour-Field-Painting
667,12,13,384,16,159,18,2,ORPHISM
71,0,0,10,1,0,0,1,Minimalism-Art
56,1,0,12,0,0,1,1,Hard-Edge-Art
244,0,0,14,6,24,7,2,Minimalism-Art
488,19,19,129,10,72,50,1,ActionPainting
571,42,31,361,43,219,134,1,Cubism
294,17,41,370,10,96,111,2,Colour-Field-Painting
278,5,4,25,7,27,2,3,Colour-Field-Painting
754,33,35,461,32,196,164,2,ActionPainting
102,37,65,240,20,116,1,2,Minimalism-Art
708,28,28,440,35,189,70,3,ORPHISM
1102,40,35,410,54,301,226,1,Post-impressionism
288,27,28,266,25,133,20,1,Colour-Field-Painting
199,2,3,13,3,16,11,1,Minimalism-Art
473,10,6,31,12,109,77,3,Surreal-Surrealism
339,4,9,163,7,68,35,3,Surreal-Surrealism
803,50,89,1010,56,232,112,2,ORPHISM
177,5,2,279,11,108,50,2,Surreal-Surrealism
215,2,3,65,0,23,6,2,ActionPainting
2028,21,2,2758,55,187,121,3,Expressionism
927,22,9,303,30,187,48,2,Cubism
103,5,6,28,4,27,30,2,ActionPainting
384,32,0,96,8,5,196,2,Hard-Edge-Art
242,5,1,61,5,9,9,2,ActionPainting
490,13,19,365,14,63,47,1,Hard-Edge-Art
40,0,1,3,1,3,1,2,Minimalism-Art
827,31,36,647,53,210,91,2,Post-impressionism
806,15,13,295,15,120,70,3,Cubism
32,0,0,2,0,0,0,1,Colour-Field-Painting
762,15,8,361,24,168,88,1,ORPHISM
297,2,2,113,4,43,11,3,ORPHISM
406,4,4,58,9,82,32,2,Cubism
1759,90,109,1200,80,580,333,1,Post-impressionism
338,4,2,150,7,54,9,3,Cubism
341,4,3,30,9,51,8,3,Surreal-Surrealism
787,40,18,3609,48,216,109,1,Expressionism
260,3,4,78,10,51,13,1,ActionPainting
367,23,48,452,25,112,12,2,Surreal-Surrealism
600,14,26,906,39,185,95,1,ORPHISM
704,9,6,998,17,125,18,4,Expressionism
435,5,23,46,4,25,31,2,Hard-Edge-Art
689,37,19,667,60,382,195,3,Post-impressionism
204,17,18,172,14,54,14,1,Colour-Field-Painting
96,0,0,34,0,15,11,1,Expressionism
1713,69,86,2435,62,507,243,1,Surreal-Surrealism
1853,67,113,1910,73,668,408,2,Post-impressionism
1574,69,58,3093,90,536,167,1,Expressionism
1293,32,58,609,37,263,62,2,ORPHISM
241,2,1,38,1,32,56,3,Minimalism-Art
14,1,0,0,0,0,0,2,Hard-Edge-Art
1865,19,3,201,27,118,153,1,Colour-Field-Painting
108,1,0,12,0,5,2,1,Colour-Field-Painting
554,17,20,215,17,153,56,1,Expressionism
314,13,12,483,17,106,72,2,Surreal-Surrealism
422,4,2,15,4,1,1,2,Hard-Edge-Art
255,13,13,165,17,40,55,2,Colour-Field-Painting
163,2,4,24,4,11,2,2,Colour-Field-Painting
389,6,17,269,8,64,11,1,Hard-Edge-Art
257,0,3,1,0,1,0,2,Hard-Edge-Art
573,5,10,197,7,66,35,3,ORPHISM
80,1,0,31,4,21,2,2,Colour-Field-Painting
245,1,3,229,8,55,13,1,Post-impressionism
1111,16,10,349,16,137,124,1,Op-Art
215,14,17,223,15,84,17,1,ActionPainting
336,20,22,414,13,85,105,3,ActionPainting
543,5,9,202,13,20,29,3,Colour-Field-Painting
979,35,57,553,26,205,127,3,Expressionism
200,6,2,353,8,83,8,1,ActionPainting
164,1,1,1,0,2,12,1,Colour-Field-Painting
1007,30,35,1458,43,313,176,3,Expressionism
371,11,8,64,11,72,24,2,ORPHISM
278,4,3,148,7,50,10,3,Cubism
733,10,11,351,22,136,48,3,Cubism
101,0,0,4,0,2,1,2,Hard-Edge-Art
203,1,1,1,3,3,2,1,Cubism
320,5,8,262,14,78,42,1,Post-impressionism
683,14,15,431,34,215,61,1,ActionPainting
152,3,5,26,3,20,48,1,Colour-Field-Painting
1481,42,30,1909,42,255,81,2,ORPHISM
2580,151,222,4803,149,781,242,2,Expressionism
339,6,11,581,15,64,27,3,Colour-Field-Painting
25,0,0,6,0,1,0,1,Hard-Edge-Art
571,32,47,826,40,277,131,1,ActionPainting
1514,73,129,1840,107,479,420,1,Expressionism
3740,167,75,7881,265,1349,291,3,ORPHISM
1590,91,197,2017,90,440,248,2,Cubism
3530,67,39,5954,132,663,236,1,Post-impressionism
300,4,7,87,10,49,16,2,Cubism
508,14,17,204,16,108,34,2,ORPHISM
1566,43,60,197,27,300,389,1,Minimalism-Art
87,2,1,20,2,9,2,1,Hard-Edge-Art
720,31,30,1734,47,204,71,1,Post-impressionism
572,17,28,337,14,116,41,1,Cubism
1293,38,39,1691,64,301,102,1,Post-impressionism
929,12,10,406,26,196,62,2,Cubism
3969,109,29,3722,201,755,405,2,Colour-Field-Painting
2105,10,0,49,1,17,99,2,Op-Art
50,1,1,49,3,16,3,1,ActionPainting
6,0,0,1,0,0,0,1,Colour-Field-Painting
929,1,0,6,15,177,22,1,Surreal-Surrealism
2066,17,6,156,9,101,16,2,Op-Art
131,3,1,137,4,15,4,1,Minimalism-Art
678,5,6,212,37,311,51,2,ActionPainting
337,16,38,380,18,83,53,2,ActionPainting
36,0,1,20,0,1,0,3,Hard-Edge-Art
733,31,33,469,44,251,241,2,Post-impressionism
272,19,8,64,7,49,109,1,ActionPainting
232,8,11,129,10,53,18,1,Expressionism
235,0,0,184,14,111,7,2,Op-Art
436,7,9,393,21,141,38,1,Surreal-Surrealism
216,2,1,34,3,22,4,1,Surreal-Surrealism
365,7,1,10,12,53,48,1,Op-Art
1422,114,129,942,103,604,328,1,Cubism
1087,0,1,17,1,0,0,1,Minimalism-Art
456,31,80,461,25,133,151,2,Expressionism
1541,58,108,837,54,346,286,3,Post-impressionism
102,7,9,92,6,11,4,2,Minimalism-Art
495,14,17,506,14,72,35,2,ORPHISM
131,1,1,30,1,11,8,5,Colour-Field-Painting
287,12,9,254,23,109,48,2,Surreal-Surrealism
606,17,7,869,23,79,35,1,Minimalism-Art
761,57,82,902,66,342,175,5,Expressionism
45,0,0,0,0,0,0,2,Hard-Edge-Art
244,4,7,75,8,56,8,3,Hard-Edge-Art
732,10,10,81,5,46,58,2,ORPHISM
3298,204,424,3274,199,1143,865,2,Post-impressionism
214,5,2,64,8,58,23,2,Surreal-Surrealism
72,0,7,34,4,25,1,1,Minimalism-Art
2016,119,130,2190,122,680,260,2,Cubism
417,10,33,350,17,126,143,1,Expressionism
445,20,25,216,16,110,31,2,Cubism
1166,37,40,1010,43,252,157,1,Cubism
65,1,2,30,0,3,4,3,Colour-Field-Painting
472,15,23,358,39,187,33,1,ActionPainting
320,0,0,0,0,0,0,0,Colour-Field-Painting
113,1,7,81,6,21,21,4,Post-impressionism
280,7,12,71,11,65,37,3,Expressionism
300,7,7,233,8,95,23,1,Post-impressionism
1105,43,79,671,56,461,92,1,Post-impressionism
1107,27,31,1004,46,286,116,2,Cubism
998,3,1,79,8,45,4,2,Op-Art
2937,122,22,2085,406,1962,307,1,Op-Art
310,14,23,112,6,55,4,2,ORPHISM
2089,6,2,18,13,50,23,1,Op-Art
298,16,10,192,11,84,37,1,Surreal-Surrealism
663,4,2,154,0,5,0,1,Op-Art
1698,6,0,1267,3,3,18,1,Op-Art
537,5,5,30,2,14,24,1,Minimalism-Art
548,2,1,2,5,26,1,3,Op-Art
189,7,5,91,4,38,12,3,ORPHISM
257,4,5,112,8,42,23,1,ActionPainting
193,3,2,135,6,35,24,2,ActionPainting
203,1,6,23,1,19,8,1,Minimalism-Art
955,23,17,1013,22,197,95,3,Surreal-Surrealism
538,0,0,7,3,2,9,1,Op-Art
563,9,8,127,13,66,29,2,ORPHISM
193,2,1,66,8,32,31,1,Post-impressionism
675,18,15,171,5,85,23,3,ORPHISM
679,40,53,1005,54,253,63,2,Post-impressionism
1136,44,73,1671,94,483,104,1,Cubism
684,10,14,172,12,115,85,2,Cubism
471,8,7,247,8,92,28,1,Post-impressionism
7495,61,3,2710,254,430,2456,2,Minimalism-Art
866,26,19,516,48,201,63,3,ORPHISM
489,7,4,85,6,57,27,1,Surreal-Surrealism
164,6,7,479,3,25,48,3,Post-impressionism
425,7,0,839,14,30,44,1,ActionPainting
118,7,2,17,4,24,0,1,Colour-Field-Painting
1108,24,35,245,31,240,105,2,Cubism
590,13,13,314,22,93,62,2,Cubism
149,2,0,16,0,0,1,2,Minimalism-Art
367,2,1,159,1,31,47,1,Hard-Edge-Art
673,1,0,8,5,23,4,3,Op-Art
109,0,0,0,0,1,1,1,Colour-Field-Painting
1929,33,19,3667,42,161,125,2,Post-impressionism
498,0,0,18,1,0,0,2,Op-Art
2490,94,107,4341,154,881,218,2,Op-Art
2370,8,15,309,20,163,74,1,Op-Art
1621,0,0,4,0,59,4,1,Op-Art
131,5,14,32,4,13,14,1,ActionPainting
267,1,4,6,0,1,15,2,Hard-Edge-Art
786,24,19,788,47,241,103,1,Surreal-Surrealism
316,10,14,191,17,98,6,1,Surreal-Surrealism
1810,40,30,1086,72,573,139,1,Surreal-Surrealism
313,23,26,656,47,363,45,4,Surreal-Surrealism
144,4,1,15,4,10,0,1,Hard-Edge-Art
762,44,25,5019,53,203,90,2,ActionPainting
37,1,0,0,1,0,0,1,Hard-Edge-Art
430,7,1,434,11,156,24,2,Cubism
629,19,22,543,30,194,76,3,Expressionism
752,103,109,860,85,427,77,2,Post-impressionism
1110,64,146,813,58,259,338,1,Cubism
101,0,0,19,0,9,4,1,Colour-Field-Painting
35,37,25,278,72,256,1,3,Minimalism-Art
2884,37,20,2726,37,119,24,1,Hard-Edge-Art
258,2,1,101,2,42,18,1,Cubism
404,10,6,76,1,66,27,2,Cubism
149,4,2,211,4,26,10,1,ActionPainting
1397,36,16,1825,43,221,82,3,Post-impressionism
1613,59,61,2072,100,458,311,2,Surreal-Surrealism
1421,118,184,2638,130,533,516,1,Expressionism
363,47,34,272,35,146,8,2,Colour-Field-Painting
92,9,13,106,5,31,2,2,Minimalism-Art
311,10,13,296,9,77,64,1,ActionPainting
361,6,1,237,7,51,11,3,Cubism
337,12,3,137,8,23,33,2,Hard-Edge-Art
466,23,14,723,47,327,94,2,Expressionism
2081,142,239,2328,152,715,457,1,Expressionism
100,5,7,55,5,15,1,1,Hard-Edge-Art
3235,79,105,1313,114,885,447,3,Cubism
36,2,0,2,0,0,2,3,Hard-Edge-Art
214,6,3,246,10,36,26,1,ActionPainting
433,0,4,218,23,103,46,2,Post-impressionism
1916,29,26,1437,68,454,124,1,Expressionism
90,1,0,0,0,1,0,1,Minimalism-Art
484,20,37,661,21,152,48,2,Surreal-Surrealism
394,9,3,121,9,49,11,3,ORPHISM
3294,5,1,165,15,74,174,1,Op-Art
719,8,2,150,6,56,30,2,Cubism
541,16,14,239,21,79,25,2,Expressionism
849,30,29,414,34,283,193,3,Post-impressionism
1392,60,97,2322,97,626,193,2,Expressionism
179,3,0,4,0,1,1,1,Colour-Field-Painting
554,22,28,560,22,168,59,1,Expressionism
39,0,0,4,1,1,1,2,Hard-Edge-Art
212,7,5,288,10,63,16,1,Cubism
618,16,1,1317,30,78,94,1,Hard-Edge-Art
294,17,17,365,13,89,32,1,ORPHISM
370,21,0,43,6,7,90,2,Op-Art
862,27,15,556,50,138,27,1,Surreal-Surrealism
381,12,8,74,18,87,44,1,ActionPainting
282,5,5,199,7,80,12,2,Cubism
1455,46,73,1718,76,372,40,2,Cubism
93,4,1,9,1,3,1,5,Hard-Edge-Art
12432,32,12,141,53,238,27,1,Op-Art
2656,128,93,7533,172,812,240,2,Post-impressionism
106,13,19,151,29,91,2,3,Colour-Field-Painting
232,13,15,252,6,58,54,2,Post-impressionism
50,5,3,320,3,9,17,1,Colour-Field-Painting
309,18,30,402,18,152,54,2,Surreal-Surrealism
610,25,33,313,21,168,127,1,ActionPainting
1720,2,0,2,7,22,1,1,Op-Art
1511,73,49,3786,102,591,136,1,Post-impressionism
266,15,11,350,11,71,17,2,ActionPainting
2001,2,5,125,20,422,260,2,Op-Art
841,14,28,696,36,170,89,2,Cubism
434,46,53,1819,48,362,113,1,ActionPainting
423,16,10,179,15,63,12,3,ORPHISM
68,1,0,1,0,0,11,1,ActionPainting
1049,33,48,1146,27,216,133,3,Expressionism
154,4,1,40,1,14,15,1,ActionPainting
492,10,4,234,30,139,60,2,Post-impressionism
514,21,25,418,8,74,38,2,Hard-Edge-Art
759,46,16,1408,107,492,5,2,Hard-Edge-Art
6532,0,0,1155,83,1010,61,1,Op-Art
144,2,5,62,3,26,7,2,Surreal-Surrealism
1930,30,8,501,19,196,326,1,Op-Art
184,3,5,36,1,30,23,2,Surreal-Surrealism
1375,52,76,944,63,559,298,2,Post-impressionism
1327,51,54,860,75,505,186,2,Expressionism
291,11,15,132,9,61,35,1,ORPHISM
265,9,5,173,10,52,9,1,Surreal-Surrealism
814,21,27,416,25,245,81,2,ORPHISM
1217,1,1,7,4,1,0,1,Op-Art
333,4,6,112,9,64,24,3,Cubism
773,12,3,202,19,106,53,1,Cubism
201,0,0,7,0,5,43,1,Hard-Edge-Art
101,9,10,67,5,38,1,1,Minimalism-Art
440,15,28,475,20,107,98,2,ActionPainting
538,36,39,1215,70,344,96,2,Minimalism-Art
522,2,0,7,0,0,0,1,Op-Art
1030,24,35,132,17,69,26,3,Colour-Field-Painting
189,4,5,57,5,24,25,1,Surreal-Surrealism
67,0,0,1,1,1,14,1,Minimalism-Art
126,5,14,173,12,53,7,2,ActionPainting
741,23,25,393,45,253,87,3,Expressionism
214,5,5,87,3,49,15,4,Cubism
1584,30,48,785,59,495,135,1,Expressionism
2053,52,34,3513,50,473,206,1,Surreal-Surrealism
152,0,0,27,1,1,0,3,Hard-Edge-Art
229,1,1,33,1,9,12,4,Op-Art
1183,73,104,940,82,502,317,2,Post-impressionism
85,10,11,84,8,29,2,1,Colour-Field-Painting
835,35,0,118,0,1,81,2,Op-Art
867,36,25,197,12,124,172,3,Expressionism
296,2,5,42,7,25,10,2,Minimalism-Art
152,3,0,123,10,34,26,1,ActionPainting
196,7,9,291,14,74,60,2,Expressionism
86,2,0,48,3,20,3,2,Cubism
63,0,0,37,0,1,12,2,Hard-Edge-Art
253,7,11,284,18,71,20,1,Colour-Field-Painting
552,12,29,632,19,133,56,1,ORPHISM
269,4,6,63,3,33,18,3,Surreal-Surrealism
711,16,9,772,36,221,97,2,Surreal-Surrealism
307,12,8,156,16,96,30,1,ORPHISM
1444,83,165,1440,86,456,289,3,Expressionism
741,34,30,433,34,155,56,2,Surreal-Surrealism
1811,74,110,1130,80,568,295,1,Expressionism
138,2,4,21,3,9,7,1,ORPHISM
439,7,4,328,36,173,82,2,Post-impressionism
237,1,3,200,3,19,10,2,ActionPainting
267,10,4,36,15,22,19,1,Minimalism-Art
2141,34,17,1148,56,250,100,2,Cubism
448,15,15,492,25,141,91,2,ActionPainting
1896,5,0,10,14,47,10,1,Hard-Edge-Art
271,20,25,758,43,170,54,1,Minimalism-Art
423,32,32,781,56,207,48,2,Post-impressionism
954,40,47,1016,59,333,179,2,Expressionism
918,41,56,2914,39,233,94,3,ORPHISM
124,2,0,14,2,28,6,2,Cubism
3752,3,0,8,26,137,4,1,Op-Art
221,0,2,4,1,29,9,2,Minimalism-Art
431,11,25,98,6,52,138,2,ORPHISM
417,18,38,147,5,56,102,4,Surreal-Surrealism
717,18,36,300,50,270,163,2,Post-impressionism
445,17,17,365,9,109,45,1,ORPHISM
3338,18,26,111,12,61,43,2,Op-Art
70,1,1,3,0,1,0,1,Colour-Field-Painting
818,41,37,618,48,265,193,4,Post-impressionism
167,1,9,87,7,51,36,1,ActionPainting
129,0,0,25,2,8,4,2,Cubism
1281,39,46,829,36,200,83,2,Cubism
1828,84,95,1895,74,600,336,3,Post-impressionism
872,7,5,816,27,136,29,2,Surreal-Surrealism
151,4,3,56,4,25,17,2,ActionPainting
213,6,9,96,6,48,18,2,ORPHISM
1321,38,56,1903,53,363,97,2,Expressionism
523,13,46,181,7,53,53,2,ORPHISM
911,76,121,931,68,373,306,3,Expressionism
594,16,35,946,27,178,58,1,Expressionism
202,1,2,26,3,20,15,2,Surreal-Surrealism
117,4,3,37,2,10,3,2,Hard-Edge-Art
1488,83,128,1781,94,590,437,2,Post-impressionism
344,3,8,50,1,27,29,1,Surreal-Surrealism
734,17,12,435,13,173,45,1,ORPHISM
271,0,0,15,2,6,5,2,Hard-Edge-Art
1725,51,53,735,180,837,189,3,Surreal-Surrealism
30,1,0,0,0,0,4,1,Minimalism-Art
345,18,12,377,24,102,51,2,ActionPainting
833,0,1,1,1,1,12,1,Hard-Edge-Art
585,15,12,412,11,57,31,3,Colour-Field-Painting
510,1,6,35,6,26,0,1,Op-Art
61,0,3,5,1,2,0,2,Colour-Field-Painting
995,4,0,12,31,208,0,1,Op-Art
2195,152,275,2566,169,915,525,2,Expressionism
76,2,1,67,2,15,10,1,ActionPainting
3959,76,11,2718,179,975,290,2,Post-impressionism
149,5,11,64,9,52,27,4,ORPHISM
305,7,9,297,15,82,37,1,Surreal-Surrealism
1067,69,70,3845,65,394,133,2,Post-impressionism
330,2,5,123,5,46,19,1,Surreal-Surrealism
273,1,4,165,8,73,7,4,Op-Art
155,0,0,4,2,5,16,1,Minimalism-Art
1235,59,52,1327,81,381,144,1,Cubism
13,2,2,32,8,27,13,2,ActionPainting
1278,27,33,706,34,331,177,1,Surreal-Surrealism
6,0,0,1,0,0,0,1,Minimalism-Art
67,0,0,1,0,0,0,2,Colour-Field-Painting
2149,106,65,3697,179,1004,359,3,ActionPainting
270,5,0,18,1,10,13,1,Cubism
76,1,2,18,2,6,4,1,Minimalism-Art
129,1,2,12,0,3,0,1,Colour-Field-Painting
328,8,11,81,5,62,21,2,Surreal-Surrealism
96,0,0,11,1,4,0,1,Minimalism-Art
2492,100,124,1304,185,985,347,1,Post-impressionism
218,5,8,28,5,14,0,2,Colour-Field-Painting
85,1,0,24,1,7,1,2,Minimalism-Art
44,1,0,34,0,1,0,1,Hard-Edge-Art
278,5,7,330,12,59,15,1,Expressionism
376,6,2,108,3,37,20,2,Surreal-Surrealism
151,1,3,20,3,11,16,2,Hard-Edge-Art
44,14,31,390,33,107,29,1,ActionPainting
97,2,1,45,1,3,37,1,Minimalism-Art
847,82,102,1734,105,555,344,3,Cubism
737,34,31,1160,41,205,45,3,Post-impressionism
359,9,5,43,15,123,90,2,Post-impressionism
358,4,2,85,7,40,28,2,ActionPainting
326,13,14,330,12,79,32,5,ORPHISM
1185,22,18,1794,44,211,70,1,Post-impressionism
38,0,0,8,0,0,3,1,Minimalism-Art
862,15,7,626,33,229,95,1,Cubism
199,2,2,7,0,11,11,1,Hard-Edge-Art
33,0,1,3,0,0,2,2,Hard-Edge-Art
279,7,9,217,15,61,36,3,ActionPainting
151,1,2,2,0,3,2,2,Colour-Field-Painting
208,1,2,43,3,10,9,1,Hard-Edge-Art
1246,24,13,1523,35,201,62,1,Cubism
374,6,9,273,5,48,32,2,Hard-Edge-Art
1361,5,1,97,21,73,21,1,Op-Art
1589,48,39,2106,96,553,232,2,Expressionism
314,0,0,0,0,1,1,1,Colour-Field-Painting
823,26,25,689,20,245,171,4,Post-impressionism
4799,3,103,224,0,1,878,2,Colour-Field-Painting
649,8,6,265,13,66,13,2,Cubism
455,26,32,752,33,163,72,2,Cubism
680,53,54,1416,54,260,188,2,Expressionism
410,17,27,428,24,128,86,3,Post-impressionism
756,0,0,4,0,5,7,1,Op-Art
94,0,3,18,2,5,4,4,Colour-Field-Painting
526,33,25,479,46,177,79,3,Surreal-Surrealism
369,5,5,115,0,87,20,1,ORPHISM
546,2,0,114,3,42,15,1,Op-Art
528,18,23,342,20,168,73,2,Post-impressionism
724,12,34,332,11,87,38,2,ORPHISM
237,0,0,0,0,4,1,1,Op-Art
1321,83,174,1381,74,460,399,2,Expressionism
1675,90,166,1114,104,583,320,2,Post-impressionism
591,35,2,926,40,201,164,2,ActionPainting
30,19,24,127,11,67,0,2,Minimalism-Art
606,2,0,0,10,11,0,1,Op-Art
1945,5,0,59,17,156,557,1,Op-Art
55,0,0,1,0,0,0,2,Hard-Edge-Art
1427,35,25,1284,89,437,326,2,Post-impressionism
