edge_count,pentagons,triangles,squares,circles,halfcircles,blob_count,color_count,class
898,32,54,1475,46,257,34,2,Surreal-Surrealism
268,19,37,395,27,94,7,2,ORPHISM
493,13,11,276,9,80,27,4,Expressionism
773,12,14,522,24,162,74,1,Cubism
279,0,0,147,7,70,8,2,Cubism
68,2,0,31,2,8,6,1,Minimalism-Art
950,42,75,680,33,133,49,3,Hard-Edge-Art
51,0,3,16,0,4,0,2,Hard-Edge-Art
43,4,3,88,3,6,13,2,Colour-Field-Painting
202,4,21,100,1,2,129,1,Minimalism-Art
2827,0,0,4,0,10,0,1,Op-Art
958,62,86,659,53,316,88,4,Cubism
656,39,57,436,24,239,119,1,Post-impressionism
1300,58,95,851,63,408,178,1,Post-impressionism
645,11,6,858,38,240,78,1,Surreal-Surrealism
210,1,4,32,3,36,8,2,Surreal-Surrealism
188,8,5,59,4,22,2,2,Hard-Edge-Art
648,26,35,1131,20,149,59,2,Expressionism
198,4,3,121,6,25,0,2,Colour-Field-Painting
261,1,0,172,7,172,38,1,Colour-Field-Painting
1509,35,17,458,39,207,98,2,Expressionism
2598,86,44,3780,128,1012,376,2,Surreal-Surrealism
813,31,17,1761,41,221,108,3,ORPHISM
5058,13,18,42,107,2116,396,1,Minimalism-Art
939,23,29,700,46,308,82,1,Surreal-Surrealism
502,23,30,155,18,123,64,2,Surreal-Surrealism
278,3,2,75,4,23,51,1,ORPHISM
2851,35,25,949,55,439,131,1,Op-Art
1343,61,84,1037,90,406,482,1,Post-impressionism
125,1,0,141,1,13,7,1,Hard-Edge-Art
2526,5,0,3,0,42,0,2,Op-Art
41,0,0,31,2,11,7,1,Surreal-Surrealism
478,3,2,389,5,77,46,1,Surreal-Surrealism
616,5,6,315,11,60,16,2,Expressionism
1787,65,77,303,80,686,499,1,ActionPainting
356,21,22,563,37,156,26,1,Post-impressionism
866,12,0,42,0,1,12,1,Op-Art
199,15,10,363,11,50,34,1,Colour-Field-Painting
126,1,4,12,1,9,0,2,Colour-Field-Painting
555,29,39,702,30,124,87,2,Expressionism
322,19,0,14,32,765,775,3,Op-Art
1193,54,84,1174,45,338,133,2,ORPHISM
3421,127,100,4803,204,1277,451,1,Post-impressionism
2316,91,100,4784,130,506,171,1,ORPHISM
11,10,6,42,6,26,4,1,Colour-Field-Painting
115,2,0,16,0,8,2,2,ActionPainting
70,0,1,11,1,5,2,4,Hard-Edge-Art
255,9,7,65,6,48,35,1,Surreal-Surrealism
1259,6,1,85,2,17,14,1,Op-Art
193,2,0,16,1,15,6,3,Op-Art
1456,30,26,1377,55,436,140,2,Surreal-Surrealism
1953,84,95,2870,85,607,203,3,Cubism
715,45,66,1233,49,177,103,2,Surreal-Surrealism
489,9,13,441,12,77,14,2,ORPHISM
320,8,1,177,19,52,39,3,Expressionism
201,3,6,59,6,23,6,2,Cubism
116,13,12,129,7,36,2,1,Colour-Field-Painting
2662,64,42,416,60,747,73,1,Op-Art
361,12,6,211,22,98,44,1,Expressionism
100,3,6,82,7,28,14,2,Post-impressionism
2156,0,0,0,0,0,4,2,Minimalism-Art
988,50,68,884,61,327,140,1,Expressionism
1009,29,19,446,64,337,222,2,Post-impressionism
270,10,19,134,7,73,42,1,Expressionism
37,0,0,0,0,1,1,1,Colour-Field-Painting
828,42,11,968,30,195,211,2,Cubism
83,0,2,29,1,10,9,3,Minimalism-Art
12890,2,0,369,6,560,25,1,Op-Art
257,6,12,110,2,33,15,3,ORPHISM
22,0,0,0,0,1,0,1,Hard-Edge-Art
888,34,30,1312,51,265,206,2,Expressionism
207,2,3,145,4,30,11,1,Surreal-Surrealism
22,0,0,3,0,0,0,3,Hard-Edge-Art
25,0,0,6,0,1,2,3,Hard-Edge-Art
1724,29,24,732,72,593,330,1,Minimalism-Art
1014,67,192,1391,70,248,251,2,Post-impressionism
905,29,15,1846,51,363,147,2,Expressionism
427,9,11,326,15,74,44,3,Op-Art
318,8,17,217,11,70,61,1,ORPHISM
161,7,10,129,6,40,11,1,Colour-Field-Painting
643,11,13,236,11,60,12,4,ORPHISM
393,0,1,5,1,16,0,1,Op-Art
200,6,6,41,1,7,5,1,Minimalism-Art
333,5,7,25,6,17,14,3,Op-Art
422,13,12,578,23,172,78,2,Expressionism
51,0,0,0,0,0,1,2,Minimalism-Art
775,11,8,232,16,161,48,2,Cubism
701,26,28,256,15,122,93,2,Cubism
1079,44,18,3245,67,289,72,2,Post-impressionism
451,5,15,145,8,52,27,3,ORPHISM
377,12,19,199,15,71,20,1,Cubism
67,8,5,120,6,44,16,1,ActionPainting
111,0,0,39,1,7,10,1,Minimalism-Art
134,1,6,44,5,18,4,3,ORPHISM
281,7,6,147,12,58,28,3,Surreal-Surrealism
103,36,61,359,27,163,29,2,ActionPainting
359,9,1,259,12,67,5,2,Hard-Edge-Art
2705,0,0,1,0,47,1,1,Minimalism-Art
1059,38,28,1698,66,355,113,3,Post-impressionism
472,54,46,717,64,253,15,2,Colour-Field-Painting
573,5,1,10,3,20,3,2,Colour-Field-Painting
681,24,21,165,10,58,127,1,Op-Art
157,3,1,432,3,40,19,1,ActionPainting
1299,45,25,844,34,212,64,1,Op-Art
821,59,107,521,48,375,333,3,Expressionism
85,33,52,343,29,171,28,1,Colour-Field-Painting
1125,69,81,1131,66,351,224,2,Expressionism
492,15,10,311,24,120,39,1,ORPHISM
556,23,40,361,13,102,110,2,Minimalism-Art
599,71,52,218,46,435,652,1,Minimalism-Art
233,4,7,80,5,22,15,1,Minimalism-Art
314,2,10,396,18,52,18,1,Hard-Edge-Art
103,15,18,66,10,40,5,2,ORPHISM
1028,39,57,1455,40,209,102,3,ORPHISM
437,29,32,268,23,112,105,1,Post-impressionism
854,31,9,511,34,199,48,1,Surreal-Surrealism
765,31,0,78,0,0,24,1,Op-Art
19,0,0,4,0,0,0,1,Hard-Edge-Art
330,9,9,136,10,31,10,1,ORPHISM
1989,91,72,5663,105,596,318,1,Post-impressionism
66,1,1,1,0,2,1,1,Colour-Field-Painting
186,0,0,0,1,189,194,1,Op-Art
491,51,69,1224,58,287,24,1,Hard-Edge-Art
1422,78,134,1943,84,437,182,2,Surreal-Surrealism
997,40,91,373,43,225,217,3,Expressionism
764,5,3,13,2,4,10,2,Hard-Edge-Art
198,11,11,83,7,61,11,2,Minimalism-Art
126,0,0,9,0,4,1,1,Op-Art
2288,78,64,5861,141,557,210,2,ORPHISM
481,6,8,261,5,105,21,3,Surreal-Surrealism
486,5,16,417,16,136,52,2,Expressionism
412,14,13,383,19,82,84,1,ActionPainting
2265,127,132,3031,181,813,423,2,Colour-Field-Painting
518,8,12,149,15,75,37,2,Surreal-Surrealism
818,48,88,989,57,417,108,2,ORPHISM
27,0,0,0,0,0,0,2,Colour-Field-Painting
115,4,4,90,4,21,2,1,Colour-Field-Painting
3639,193,277,4364,268,1215,692,1,Surreal-Surrealism
516,0,0,0,1,1,7,1,Minimalism-Art
609,5,22,361,9,101,11,1,ORPHISM
173,6,2,94,4,57,17,2,Cubism
1251,89,93,940,90,485,324,1,Post-impressionism
13,0,0,0,0,0,2,0,Colour-Field-Painting
315,10,6,105,8,64,10,3,ActionPainting
260,4,5,50,3,28,17,1,Expressionism
4329,26,0,623,33,153,200,1,Expressionism
2610,122,130,2078,171,874,499,1,Cubism
298,10,11,113,6,52,21,1,ORPHISM
245,14,10,146,14,49,13,3,ORPHISM
134,16,52,306,16,42,2,2,Colour-Field-Painting
537,0,1,140,2,5,11,1,Op-Art
1370,26,21,1475,41,250,97,1,Expressionism
471,25,30,319,32,141,15,1,Post-impressionism
1684,67,80,1523,107,613,405,2,Post-impressionism
376,8,12,210,18,79,21,4,Op-Art
47,5,2,59,4,13,6,1,Minimalism-Art
92,11,12,96,5,56,10,2,Colour-Field-Painting
101,2,0,79,4,20,7,1,Minimalism-Art
230,11,12,134,4,52,9,1,ORPHISM
69,0,1,4,0,0,1,3,Colour-Field-Painting
2882,117,202,1735,114,919,587,2,Expressionism
1296,6,4,562,5,30,71,3,Expressionism
108,7,0,5,3,25,7,1,Minimalism-Art
353,15,13,387,20,79,49,1,Surreal-Surrealism
845,38,61,1552,34,238,116,2,Surreal-Surrealism
1116,37,68,1148,54,287,108,1,ORPHISM
134,12,2,98,3,34,4,1,ORPHISM
223,5,3,20,2,23,28,1,ActionPainting
410,17,51,192,14,90,119,1,Minimalism-Art
295,5,3,248,16,84,31,1,Surreal-Surrealism
172,0,0,10,1,13,5,2,Cubism
747,15,13,71,5,36,118,2,Cubism
193,8,18,123,8,65,117,1,Post-impressionism
78,1,1,1,0,2,3,3,Colour-Field-Painting
193,9,3,54,14,77,50,1,ActionPainting
288,4,1,71,14,45,2,2,Colour-Field-Painting
745,112,191,896,87,410,54,3,Hard-Edge-Art
203,0,0,89,1,16,15,2,ORPHISM
205,11,22,86,6,63,62,2,Colour-Field-Painting
342,11,7,689,21,78,35,1,Surreal-Surrealism
60,0,0,2,0,1,2,1,Hard-Edge-Art
678,22,33,844,31,173,53,1,ORPHISM
29,1,2,9,1,0,0,2,Hard-Edge-Art
1055,3,2,812,9,46,39,3,Op-Art
293,4,0,21,2,105,40,1,Colour-Field-Painting
866,1,2,122,29,160,9,1,Cubism
194,0,0,8,0,6,0,1,Op-Art
36,0,0,258,0,1,27,3,Hard-Edge-Art
1673,65,55,768,104,604,301,2,Post-impressionism
227,8,14,47,1,8,15,1,Hard-Edge-Art
1790,66,181,3104,82,714,342,3,Expressionism
875,23,20,1266,41,231,114,2,Cubism
804,35,32,1095,27,251,31,1,Hard-Edge-Art
1580,160,207,2621,199,1256,212,3,Expressionism
384,7,11,181,10,77,41,2,Surreal-Surrealism
1462,38,34,507,43,271,122,2,Post-impressionism
178,2,3,30,1,17,4,1,ActionPainting
349,5,2,81,7,22,21,2,Surreal-Surrealism
41,1,4,23,1,9,8,4,Colour-Field-Painting
297,7,5,199,7,61,28,2,Cubism
537,18,12,170,22,147,50,3,Surreal-Surrealism
417,11,0,21,1,4,0,1,Minimalism-Art
1169,3,0,113,2,72,15,1,Op-Art
983,15,0,1,19,112,14,1,Surreal-Surrealism
31,0,0,22,17,271,0,1,Op-Art
232,15,16,167,8,60,37,3,Surreal-Surrealism
46,1,0,2,0,0,2,1,Hard-Edge-Art
8,0,0,0,0,0,0,2,Hard-Edge-Art
1852,0,0,2,0,0,169,1,Op-Art
419,6,5,140,14,138,27,4,Op-Art
501,4,5,140,9,52,12,4,Expressionism
331,23,18,265,9,84,3,2,Hard-Edge-Art
481,21,20,1422,29,202,49,2,Expressionism
212,0,0,0,0,2,0,2,Hard-Edge-Art
195,1,0,6,1,2,7,1,Colour-Field-Painting
75,0,1,34,0,2,1,2,Hard-Edge-Art
893,16,9,449,19,117,34,2,Cubism
35,0,0,15,1,1,1,2,Minimalism-Art
607,20,23,82,7,71,80,1,Op-Art
149,9,4,530,9,44,4,1,ORPHISM
246,3,6,9,5,14,11,1,ActionPainting
172,3,4,38,4,12,11,3,Hard-Edge-Art
148,3,2,58,10,28,5,2,Surreal-Surrealism
328,2,2,63,2,15,7,4,ORPHISM
721,26,33,404,16,142,24,1,ORPHISM
536,8,8,733,13,73,55,1,Cubism
412,6,8,110,15,126,26,1,ORPHISM
302,19,27,277,14,89,149,1,Cubism
2586,128,169,2394,133,958,544,1,Post-impressionism
199,3,0,159,4,51,23,2,Post-impressionism
2057,31,2,4310,66,331,483,1,Op-Art
45,2,0,3,0,0,1,1,Minimalism-Art
2753,0,5,1193,14,152,146,1,Op-Art
1715,61,123,1776,58,379,208,1,Expressionism
305,29,27,451,41,127,83,1,Minimalism-Art
192,5,4,21,2,12,36,3,Hard-Edge-Art
127,1,0,67,3,31,5,1,Cubism
2447,123,296,2803,127,569,445,2,Cubism
354,21,32,143,32,134,121,3,Post-impressionism
1060,0,2,3,1,2,25,2,Colour-Field-Painting
405,14,15,150,11,51,30,1,ORPHISM
379,11,18,641,18,135,49,2,Post-impressionism
82,5,0,4,0,8,7,1,ActionPainting
42,1,0,41,0,0,0,3,Minimalism-Art
89,0,0,0,0,2,0,2,Hard-Edge-Art
2558,160,187,3776,150,927,469,1,Expressionism
770,25,26,696,46,227,201,2,Post-impressionism
2735,37,4,1735,22,236,123,1,Surreal-Surrealism
248,5,5,139,12,70,46,2,Colour-Field-Painting
569,27,33,603,33,238,65,3,ORPHISM
102,9,6,75,2,30,37,3,ActionPainting
234,5,7,99,9,48,13,3,Surreal-Surrealism
424,5,3,178,5,32,16,2,ORPHISM
941,36,68,1322,62,334,166,1,Cubism
36,1,2,11,1,0,4,1,Minimalism-Art
404,0,0,0,0,0,16,1,Minimalism-Art
55,4,1,163,8,39,5,1,Colour-Field-Painting
80,11,12,174,15,40,1,2,Colour-Field-Painting
952,50,62,1831,68,385,163,1,Post-impressionism
455,17,8,1126,28,113,23,3,Surreal-Surrealism
107,4,4,49,1,10,12,2,ActionPainting
398,4,0,29,3,7,10,2,Colour-Field-Painting
2141,84,90,1923,105,721,395,1,Post-impressionism
1089,74,150,385,49,411,549,2,Minimalism-Art
309,20,29,266,25,74,13,2,ORPHISM
796,33,45,233,39,279,234,1,Post-impressionism
911,12,8,614,14,94,51,1,Cubism
35,0,0,3,0,0,0,2,Minimalism-Art
205,3,4,133,9,37,8,2,Surreal-Surrealism
367,8,1,63,10,90,15,3,ORPHISM
204,1,6,9,1,4,2,4,Colour-Field-Painting
433,16,11,280,20,110,59,4,Cubism
981,25,27,921,35,266,94,1,Cubism
145,2,0,12,0,3,6,4,Colour-Field-Painting
404,17,16,195,19,112,69,2,Post-impressionism
44,0,0,2,0,2,2,2,ActionPainting
472,40,26,2017,28,185,52,2,ActionPainting
168,125,125,3646,121,598,31,2,ActionPainting
1617,42,45,1308,41,380,316,2,Minimalism-Art
834,50,40,345,47,229,199,2,Post-impressionism
1527,1,4,196,12,89,216,1,Op-Art
576,21,33,364,14,127,18,4,Colour-Field-Painting
1532,63,109,1033,93,423,343,1,Expressionism
158,4,9,97,5,51,34,1,ActionPainting
2662,4,6,479,1,46,66,1,Op-Art
402,20,14,1225,9,103,4,1,Colour-Field-Painting
181,2,4,153,5,16,11,1,ActionPainting
259,14,7,23,5,41,114,1,Op-Art
1775,27,14,1768,34,233,59,1,Cubism
185,3,6,35,5,12,5,1,Surreal-Surrealism
104,0,1,9,0,7,12,2,ActionPainting
153,2,1,15,0,1,4,2,Hard-Edge-Art
1495,25,3,31,43,165,291,1,Op-Art
1472,47,53,2230,79,492,140,2,Expressionism
483,26,27,225,26,132,142,2,Post-impressionism
267,7,7,138,4,44,41,1,ActionPainting
390,7,9,64,14,40,17,4,ORPHISM
11,2,1,194,3,9,45,1,ActionPainting
1275,1,4,2,8,30,17,1,Hard-Edge-Art
135,0,0,0,0,0,0,0,Minimalism-Art
299,6,5,180,12,72,33,3,Expressionism
450,12,4,429,40,259,56,2,Surreal-Surrealism
1058,36,65,1165,49,374,178,4,Post-impressionism
362,12,13,190,13,61,10,1,Cubism
563,20,14,1096,26,172,74,2,Expressionism
301,0,2,57,3,36,8,1,Expressionism
236,7,0,266,9,66,70,3,Expressionism
355,16,2,184,18,121,15,1,Cubism
2418,102,91,1052,141,878,593,1,Minimalism-Art
185,13,17,236,21,52,5,2,Colour-Field-Painting
685,48,73,354,39,167,77,2,ORPHISM
541,42,60,1038,39,189,94,1,Surreal-Surrealism
24,0,0,3,0,0,0,2,Hard-Edge-Art
390,59,91,1045,41,300,156,2,ActionPainting
724,26,38,293,30,153,29,1,ORPHISM
839,53,93,1133,70,328,373,2,Expressionism
122,10,4,41,2,16,58,2,ActionPainting
284,10,13,275,9,60,102,4,Expressionism
1147,30,27,909,58,269,103,1,ORPHISM
146,44,25,1949,84,323,34,1,Colour-Field-Painting
976,45,59,1605,61,411,146,3,Post-impressionism
194,1,0,8,0,2,0,1,Hard-Edge-Art
304,23,54,558,27,141,15,1,Hard-Edge-Art
171,1,0,20,4,10,5,2,Hard-Edge-Art
37,3,3,62,3,30,0,1,Colour-Field-Painting
362,0,0,0,0,0,0,1,Colour-Field-Painting
31,0,0,6,0,0,0,3,Hard-Edge-Art
256,13,10,129,5,63,89,1,ActionPainting
812,35,49,928,42,236,129,2,Surreal-Surrealism
113,3,3,15,1,52,4,1,Minimalism-Art
753,9,10,236,9,126,85,2,Cubism
227,0,0,0,1,3,24,1,Minimalism-Art
268,6,2,174,8,87,20,2,Cubism
1548,26,18,69,15,136,210,1,Op-Art
989,73,75,863,60,430,298,1,Expressionism
370,10,14,83,2,42,24,3,Hard-Edge-Art
551,17,17,308,19,107,62,3,Cubism
1670,22,19,626,53,363,90,1,Cubism
855,51,49,449,41,278,219,1,Expressionism
443,18,17,162,13,97,81,3,Colour-Field-Painting
431,15,15,490,17,165,55,2,Post-impressionism
747,29,34,375,16,107,146,1,ORPHISM
890,39,39,2607,56,187,149,3,ORPHISM
342,6,6,109,9,85,55,1,Op-Art
567,23,28,379,27,132,130,2,Post-impressionism
160,11,7,300,10,80,5,2,ActionPainting
322,6,5,215,17,160,53,1,Cubism
1090,0,2,2,0,57,0,1,Op-Art
513,6,5,119,14,87,15,3,ActionPainting
805,22,35,635,36,251,149,2,Post-impressionism
136,1,3,35,0,6,0,2,Hard-Edge-Art
2477,111,134,5823,168,884,387,1,Cubism
130,2,2,28,1,19,35,1,ActionPainting
881,11,5,720,14,62,21,2,Expressionism
106,2,3,62,5,44,15,4,Post-impressionism
474,25,28,376,24,171,69,2,ORPHISM
502,21,22,386,20,119,49,3,Surreal-Surrealism
1116,37,68,1148,54,287,108,1,Expressionism
96,3,2,51,6,22,16,2,Post-impressionism
146,3,3,128,7,36,12,2,Expressionism
1519,52,66,3091,87,379,212,1,Post-impressionism
305,2,0,0,1,0,3,1,Op-Art
1488,56,47,2704,91,457,134,2,Post-impressionism
778,6,0,284,17,203,64,1,Colour-Field-Painting
1726,40,27,523,122,760,182,1,Expressionism
855,35,41,1020,71,348,125,2,Post-impressionism
1255,26,10,461,46,215,88,1,Post-impressionism
21,0,0,1,0,0,1,2,Colour-Field-Painting
51,3,3,65,3,12,3,1,Minimalism-Art
228,7,12,82,8,74,34,2,Surreal-Surrealism
345,1,0,8,0,13,13,1,Op-Art
31,2,3,13,2,6,0,1,Hard-Edge-Art
42,0,1,3,0,1,0,1,Hard-Edge-Art
21,0,0,1,0,0,0,1,Hard-Edge-Art
159,0,0,1,0,0,1,2,Hard-Edge-Art
479,15,7,43,5,56,61,1,Op-Art
251,7,2,5,1,13,5,3,Hard-Edge-Art
254,1,1,16,2,2,27,1,ActionPainting
658,15,17,526,19,119,48,1,Surreal-Surrealism
429,6,14,69,7,32,3,1,Op-Art
202,0,1,122,6,14,12,2,Hard-Edge-Art
4787,559,950,13120,600,3629,3376,3,Minimalism-Art
1194,58,55,501,53,361,288,2,Post-impressionism
646,5,1,21,1,38,36,3,Surreal-Surrealism
65,0,0,15,0,2,0,2,Hard-Edge-Art
1229,43,49,1197,55,388,50,3,Cubism
1153,56,70,399,51,386,193,3,Surreal-Surrealism
260,1,6,140,2,31,11,1,Op-Art
1006,66,109,1489,73,404,199,4,Expressionism
1588,80,123,2485,80,601,201,2,Surreal-Surrealism
1418,78,73,2136,119,728,154,2,Post-impressionism
333,8,12,311,10,95,46,2,ORPHISM
870,37,61,1870,52,297,54,1,Expressionism
556,16,15,127,11,90,93,2,ActionPainting
435,5,3,178,5,32,16,2,Hard-Edge-Art
176,0,0,2,0,4,20,1,Minimalism-Art
107,0,0,1,0,1,2,1,Hard-Edge-Art
293,2,7,127,7,85,22,2,Surreal-Surrealism
380,15,19,176,12,102,47,1,Post-impressionism
1108,27,32,799,54,327,197,2,Cubism
2284,36,1,1671,89,394,123,1,Op-Art
451,1,4,92,7,65,19,2,ORPHISM
303,8,12,139,6,48,17,1,Colour-Field-Painting
577,6,11,47,4,34,53,2,Minimalism-Art
139,2,0,75,4,37,3,2,Surreal-Surrealism
1130,79,99,1389,66,368,235,3,Post-impressionism
73,0,1,4,0,3,3,1,Minimalism-Art
122,0,0,1,0,1,1,1,Hard-Edge-Art
153,0,0,45,5,10,1,2,ActionPainting
76,0,0,19,0,14,13,1,Minimalism-Art
409,8,17,112,6,27,49,1,Cubism
3297,732,613,3583,90,490,1753,2,Expressionism
2046,38,9,2915,60,489,187,1,Op-Art
682,35,46,320,24,147,204,2,Post-impressionism
659,13,3,62,7,71,114,1,Op-Art
2711,110,98,2810,151,925,466,1,Surreal-Surrealism
214,8,9,86,7,41,46,2,Post-impressionism
188,7,1,17,3,18,3,1,Minimalism-Art
1946,108,64,848,131,613,788,1,Post-impressionism
1024,4,0,315,8,162,13,3,Op-Art
430,7,5,87,13,66,57,4,Cubism
5358,12,3,794,43,280,67,1,Op-Art
318,7,6,404,14,113,27,1,Surreal-Surrealism
224,3,0,15,6,22,1,1,ORPHISM
21,0,0,0,0,1,0,3,Hard-Edge-Art
1116,18,14,660,54,432,63,1,Expressionism
97,1,0,99,3,17,6,1,ActionPainting
90,2,2,108,3,10,1,2,Colour-Field-Painting
175,15,17,79,4,44,44,1,ActionPainting
423,21,16,585,25,128,117,1,ActionPainting
109,1,1,1,0,1,1,1,Hard-Edge-Art
714,23,29,878,32,209,100,2,Cubism
79,2,1,38,5,22,5,3,Colour-Field-Painting
557,30,40,309,53,163,17,3,Colour-Field-Painting
224,9,8,52,9,22,5,2,Colour-Field-Painting
1588,93,170,1456,96,454,277,1,Cubism
530,22,23,207,30,155,58,2,ORPHISM
340,3,0,139,14,58,121,2,Expressionism
1541,55,33,665,87,502,92,2,Expressionism
1061,43,48,479,32,180,96,3,Expressionism
392,7,11,103,9,52,7,2,ORPHISM
338,7,8,98,3,59,45,1,Surreal-Surrealism
530,76,42,3057,115,604,133,1,Minimalism-Art
860,51,63,1752,54,275,105,1,Surreal-Surrealism
90,0,1,4,0,2,1,2,Hard-Edge-Art
421,9,7,46,8,35,18,1,Surreal-Surrealism
67,0,0,29,0,2,3,2,Minimalism-Art
199,2,3,221,8,41,45,1,ActionPainting
723,0,0,10,10,191,35,1,Surreal-Surrealism
87,7,9,94,6,24,10,2,Colour-Field-Painting
865,35,21,1862,57,266,85,2,Post-impressionism
121,2,0,26,0,9,8,2,ORPHISM
354,36,73,453,36,138,21,2,Cubism
3054,164,273,2849,226,919,754,1,Cubism
104,2,0,42,5,19,4,1,ActionPainting
1240,20,9,571,49,349,84,2,Post-impressionism
34,1,0,1,0,1,0,1,Hard-Edge-Art
522,17,15,1265,22,169,76,1,Surreal-Surrealism
68,0,0,20,1,9,2,1,ActionPainting
360,1,1,18,7,26,1,2,Surreal-Surrealism
2149,131,236,2461,132,693,619,3,Cubism
969,86,143,1005,65,473,397,1,ActionPainting
457,19,27,419,23,94,40,2,Expressionism
312,10,11,185,12,65,68,1,ActionPainting
473,13,15,287,35,181,41,1,Surreal-Surrealism
141,13,20,294,13,65,32,3,Expressionism
612,3,3,68,20,60,42,2,Hard-Edge-Art
838,4,25,54,6,169,185,1,Op-Art
185,12,8,241,20,89,27,2,ActionPainting
234,15,12,168,9,79,59,2,Post-impressionism
2529,29,49,238,56,556,133,1,Op-Art
536,7,7,426,23,112,26,4,Op-Art
369,0,0,0,0,0,0,1,Colour-Field-Painting
1336,44,29,2616,78,328,146,1,Expressionism
114,7,4,21,4,26,12,2,Minimalism-Art
207,0,0,1,0,0,2,1,Hard-Edge-Art
948,2,1,3,4,8,9,2,Op-Art
198,4,1,24,3,8,21,1,Minimalism-Art
504,2,0,92,8,30,2,2,Expressionism
915,108,124,1141,64,398,168,2,Post-impressionism
160,9,23,113,9,57,3,1,ORPHISM
349,0,0,2,0,0,10,1,Colour-Field-Painting
5168,174,279,3784,229,2372,875,4,Expressionism
443,16,7,188,16,82,38,1,Minimalism-Art
493,14,33,455,12,95,36,2,Hard-Edge-Art
1200,50,58,1216,77,533,203,2,Post-impressionism
1939,23,12,697,58,451,136,1,Surreal-Surrealism
4390,44,6,36,32,172,61,1,Op-Art
1378,13,1,258,85,437,123,1,Op-Art
792,0,0,0,25,56,4,1,Op-Art
850,0,1,121,0,4,4,1,Op-Art
997,33,54,1014,51,331,177,2,Post-impressionism
43,0,0,12,0,2,0,2,Hard-Edge-Art
370,20,8,1612,25,89,70,1,Post-impressionism
479,12,14,196,16,109,79,1,Post-impressionism
1217,6,1,35,0,21,18,1,Op-Art
29,2,0,21,4,21,0,1,Colour-Field-Painting
404,22,38,568,37,152,26,3,Colour-Field-Painting
745,25,26,1691,18,204,30,3,Expressionism
403,13,7,252,30,179,44,2,Expressionism
121,2,1,10,1,1,1,3,Minimalism-Art
532,11,21,166,15,99,41,2,Cubism
107,134,232,2254,121,678,33,2,Colour-Field-Painting
79,1,0,0,0,0,2,1,Minimalism-Art
161,5,3,94,6,34,10,1,Surreal-Surrealism
638,4,1,12,1,5,7,1,Hard-Edge-Art
876,18,31,828,40,250,63,1,Surreal-Surrealism
1459,24,4,110,7,85,181,1,Op-Art
2191,88,118,2756,137,837,308,1,Post-impressionism
338,28,45,187,13,64,53,2,ActionPainting
589,8,9,267,13,66,8,2,ORPHISM
1363,65,79,775,70,400,364,2,Expressionism
847,40,31,838,68,282,95,1,Cubism
144,16,13,45,2,30,76,1,ActionPainting
351,10,6,178,15,55,30,1,ActionPainting
95,1,0,50,0,1,2,1,Hard-Edge-Art
698,9,13,266,8,61,6,1,ORPHISM
1000,68,101,1007,57,311,258,4,Post-impressionism
327,8,17,238,8,65,56,1,ActionPainting
504,4,0,31,3,5,8,3,Op-Art
53,0,0,0,0,1,0,4,Hard-Edge-Art
766,185,180,5818,283,1177,233,1,Hard-Edge-Art
289,1,0,133,4,10,5,1,Op-Art
1126,58,68,1135,71,303,151,2,Expressionism
269,10,6,207,4,59,23,1,Cubism
